,stand,on_3b,on_2b,on_1b,outs_when_up,inning,sv_id,release_spin_rate,pitch_number,opp_score,nats_score,if_fielding_alignment,of_fielding_alignment,nats_home1_away0,balls_strikes,all_runners
394,L,0,0,0,2,1,190908_174107,2357.0,5,0,2,Infield shift,Standard,0,2_2,fb:0_sb:0_tb:0
2252,R,0,0,0,1,1,190426_230728,2569.0,2,0,0,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
2193,R,0,0,0,0,6,190427_002610,1467.0,2,1,2,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
577,L,0,0,1,2,1,190828_231004,2352.0,1,0,0,Infield shift,Standard,1,0_0,fb:1_sb:0_tb:0
1265,L,0,0,0,2,1,190614_230916,2587.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1505,R,0,1,0,0,6,190527_184213,2407.0,8,1,2,Standard,Standard,1,2_2,fb:0_sb:1_tb:0
553,R,0,0,0,1,3,190828_235254,2530.0,3,0,5,Strategic,Strategic,1,0_2,fb:0_sb:0_tb:0
709,R,0,0,0,1,3,190725_204546,2361.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1499,R,0,1,0,1,6,190527_184536,2608.0,5,1,2,Standard,Standard,1,1_2,fb:0_sb:1_tb:0
108,L,0,1,0,2,7,190918_192543,2660.0,2,2,1,Standard,Standard,0,0_1,fb:0_sb:1_tb:0
982,L,0,0,0,1,7,190626_010301,2771.0,2,1,6,Infield shift,Standard,0,1_0,fb:0_sb:0_tb:0
1517,R,0,0,1,2,5,190527_182434,2499.0,1,1,0,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
2489,L,0,0,0,0,6,190407_192307,2456.0,1,1,9,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
600,L,1,0,1,2,3,190823_002352,2447.0,4,1,2,Standard,Standard,0,2_1,fb:1_sb:0_tb:1
1868,L,0,0,0,0,5,190512_023815,2583.0,4,2,0,Infield shift,Standard,0,1_2,fb:0_sb:0_tb:0
1289,R,0,0,1,2,6,190609_035303,2479.0,2,0,4,Standard,Standard,0,1_0,fb:1_sb:0_tb:0
1898,L,0,0,0,2,3,190512_020201,1577.0,6,0,0,Infield shift,Standard,0,3_2,fb:0_sb:0_tb:0
2441,L,0,0,0,0,3,190414_181032,1605.0,1,2,1,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1007,L,1,0,0,2,4,190626_002714,2687.0,1,0,6,Infield shift,Strategic,0,0_0,fb:0_sb:0_tb:1
1685,R,1,1,0,2,1,190522_233126,2586.0,2,0,1,Standard,Standard,0,0_1,fb:0_sb:1_tb:1
1318,L,0,1,0,2,4,190609_032107,2434.0,1,0,3,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
2625,R,0,0,0,2,2,190403_001719,1511.0,6,0,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
144,R,1,0,0,1,5,190918_183325,2408.0,1,1,0,Strategic,Standard,0,0_0,fb:0_sb:0_tb:1
2299,R,0,0,0,2,4,190420_232529,2579.0,4,3,2,Strategic,Strategic,0,0_2,fb:0_sb:0_tb:0
1632,R,0,0,1,0,5,190523_003907,2541.0,3,0,1,Standard,Standard,0,1_1,fb:1_sb:0_tb:0
1015,R,0,0,1,2,3,190626_000934,2428.0,3,0,3,Standard,Standard,0,1_1,fb:1_sb:0_tb:0
2573,L,0,0,1,1,5,190403_011708,2686.0,5,2,0,Standard,Standard,1,1_2,fb:1_sb:0_tb:0
1960,L,0,0,0,2,5,190507_012847,1472.0,3,2,2,Infield shift,Standard,0,0_2,fb:0_sb:0_tb:0
289,R,0,0,1,2,1,190913_231450,2353.0,5,0,0,Standard,Standard,1,3_1,fb:1_sb:0_tb:0
2761,R,0,0,0,1,1,190328_171013,1721.0,6,0,0,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
1538,R,0,0,0,1,4,190527_180428,2432.0,1,1,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1480,L,0,0,1,1,2,190602_174556,2360.0,3,0,1,Infield shift,Standard,0,1_1,fb:1_sb:0_tb:0
2188,R,0,0,0,1,6,190427_002806,2208.0,4,1,2,Standard,Strategic,1,1_2,fb:0_sb:0_tb:0
2293,R,0,0,0,0,5,190420_233851,2598.0,1,4,3,Standard,Strategic,0,0_0,fb:0_sb:0_tb:0
1182,R,0,0,0,1,7,190615_005557,2593.0,4,2,5,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
2242,L,0,0,0,1,2,190426_232424,2794.0,2,0,0,Infield shift,Standard,1,0_1,fb:0_sb:0_tb:0
1572,R,0,1,0,1,2,190527_173035,2263.0,3,0,0,Standard,Standard,1,0_2,fb:0_sb:1_tb:0
1917,R,0,1,1,0,2,190512_014435,2235.0,1,0,0,Standard,Standard,0,0_0,fb:1_sb:1_tb:0
908,R,0,0,0,0,4,190630_181318,2382.0,8,0,1,Standard,Standard,0,3_2,fb:0_sb:0_tb:0
2745,R,0,0,0,2,2,190328_173022,2329.0,3,1,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
2556,R,0,0,1,0,1,190407_172129,1742.0,5,0,0,Standard,Standard,0,2_2,fb:1_sb:0_tb:0
790,R,0,0,0,0,4,190706_211817,2534.0,1,0,4,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
847,R,0,0,0,2,8,190630_194123,,4,1,2,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
1394,L,0,0,0,1,7,190602_192911,1762.0,5,1,2,Infield shift,Standard,0,1_2,fb:0_sb:0_tb:0
1854,L,0,0,1,2,5,190512_024534,2481.0,3,2,0,Standard,Standard,0,1_1,fb:1_sb:0_tb:0
1125,L,0,0,0,2,3,190619_235027,2585.0,6,0,1,Strategic,Standard,1,3_2,fb:0_sb:0_tb:0
2336,L,0,1,0,2,2,190420_224626,2460.0,1,2,0,Strategic,Strategic,0,0_0,fb:0_sb:1_tb:0
1216,L,0,0,0,1,5,190615_001725,,2,2,3,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
211,L,1,0,1,2,5,190914_004316,2303.0,3,3,0,Infield shift,Standard,1,1_1,fb:1_sb:0_tb:1
844,R,0,0,0,0,1,190706_200614,,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
682,L,1,0,0,2,4,190725_211647,2429.0,2,0,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:1
2060,R,0,1,0,0,7,190502_010809,2343.0,1,3,1,Standard,Standard,1,0_0,fb:0_sb:1_tb:0
1549,R,0,0,0,2,3,190527_175044,2152.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2357,R,0,0,1,0,1,190420_222345,1429.0,5,0,0,Standard,Standard,0,2_2,fb:1_sb:0_tb:0
215,L,1,1,1,1,5,190914_004100,1444.0,2,2,0,Standard,Standard,1,0_1,fb:1_sb:1_tb:1
145,R,0,1,0,0,5,190918_183230,2486.0,3,1,0,Standard,Standard,0,0_2,fb:0_sb:1_tb:0
457,L,0,0,0,0,3,190903_234710,2455.0,2,0,1,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
1239,L,0,0,0,1,3,190614_234212,1607.0,6,1,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
538,R,0,1,0,2,3,190829_000003,2360.0,2,1,5,Standard,Standard,1,1_0,fb:0_sb:1_tb:0
2414,R,0,0,0,2,4,190414_183706,2482.0,3,3,3,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
2128,L,0,0,0,0,3,190501_234325,1377.0,2,3,0,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
609,L,0,1,0,2,3,190823_001934,1500.0,2,1,2,Infield shift,Standard,0,1_0,fb:0_sb:1_tb:0
2066,R,0,0,0,0,7,190502_010510,2475.0,2,3,1,Standard,Standard,1,1_0,fb:0_sb:0_tb:0
503,L,0,0,0,0,5,190829_003250,1567.0,4,2,5,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1050,R,0,0,0,0,1,190625_232654,2487.0,5,0,0,Standard,Strategic,0,3_1,fb:0_sb:0_tb:0
2169,L,0,0,1,1,7,190427_004539,2465.0,3,2,2,Standard,Standard,1,2_0,fb:1_sb:0_tb:0
1080,L,0,0,1,2,6,190620_005105,1420.0,1,0,1,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
97,L,0,0,0,0,1,190924_230700,2550.0,4,0,0,Standard,Standard,1,2_1,fb:0_sb:0_tb:0
1101,R,0,0,0,1,5,190620_002919,2454.0,1,0,1,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1678,R,0,0,0,2,2,190522_234223,2606.0,2,0,1,Standard,Strategic,0,0_1,fb:0_sb:0_tb:0
1460,R,0,0,0,2,3,190602_180424,2462.0,2,0,1,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1983,L,0,0,0,1,4,190507_010918,2537.0,1,2,2,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
1028,L,0,0,0,2,2,190625_234534,2480.0,2,0,0,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
897,L,0,0,0,0,5,190630_183106,2905.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
739,R,0,0,0,1,1,190725_200712,2568.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1231,L,0,0,1,1,4,190615_000306,2568.0,2,1,3,Strategic,Standard,1,0_1,fb:1_sb:0_tb:0
26,R,0,0,0,1,5,190925_003736,2400.0,1,4,2,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1026,L,0,0,0,2,2,190625_234626,1594.0,4,0,0,Infield shift,Standard,0,0_2,fb:0_sb:0_tb:0
2046,L,0,0,0,0,1,190506_235557,2549.0,2,0,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1919,L,0,0,0,0,2,190512_014305,2432.0,5,0,0,Standard,Standard,0,3_1,fb:0_sb:0_tb:0
2050,R,1,0,1,1,7,190502_011423,2389.0,5,3,1,Standard,Standard,1,2_2,fb:1_sb:0_tb:1
942,R,0,0,0,1,2,190630_173501,2438.0,2,0,0,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1120,R,0,0,1,2,3,190619_235350,2535.0,5,0,1,Standard,Standard,1,2_2,fb:1_sb:0_tb:0
1337,R,0,0,0,1,3,190609_025947,2458.0,2,0,1,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
304,R,0,0,0,0,1,190913_230655,2556.0,5,0,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
2085,R,0,0,0,2,5,190502_003129,1476.0,5,3,1,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
2361,R,0,0,1,0,1,190420_222143,2484.0,1,0,0,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
679,R,0,0,1,2,4,190725_211838,2372.0,2,1,0,Standard,Standard,1,0_1,fb:1_sb:0_tb:0
2269,R,0,0,0,1,6,190420_235920,2850.0,1,4,3,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
831,L,0,1,0,1,1,190706_201306,2450.0,6,0,0,Strategic,Standard,1,2_2,fb:0_sb:1_tb:0
433,L,0,1,0,2,4,190904_000949,2517.0,5,4,1,Standard,Standard,1,2_2,fb:0_sb:1_tb:0
1679,R,0,0,0,2,2,190522_234211,2497.0,1,0,1,Standard,Strategic,0,0_0,fb:0_sb:0_tb:0
2717,L,0,0,0,1,4,190328_180252,1620.0,6,1,0,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
565,L,0,0,0,1,2,190828_233826,2484.0,4,0,5,Infield shift,Standard,1,1_2,fb:0_sb:0_tb:0
2288,R,0,0,0,1,5,190420_234100,2526.0,2,4,3,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
471,L,0,0,0,1,2,190903_232811,2772.0,6,0,1,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
551,R,0,0,0,1,3,190828_235331,2483.0,5,0,5,Strategic,Strategic,1,2_2,fb:0_sb:0_tb:0
2058,R,0,1,0,0,7,190502_010909,1299.0,3,3,1,Standard,Standard,1,0_2,fb:0_sb:1_tb:0
1811,L,0,1,1,0,1,190517_230934,1510.0,5,0,0,Standard,Standard,1,2_2,fb:1_sb:1_tb:0
1141,L,0,0,1,2,2,190619_232941,2692.0,2,0,0,Standard,Standard,1,0_1,fb:1_sb:0_tb:0
991,R,0,0,0,1,6,190626_005136,2545.0,1,1,6,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2132,R,0,0,0,1,2,190501_233253,2483.0,5,3,0,Standard,Standard,1,3_1,fb:0_sb:0_tb:0
1185,R,0,0,0,1,7,190615_005459,2397.0,1,2,5,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1283,R,0,0,0,1,7,190609_040827,2417.0,2,0,4,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1804,R,0,1,0,2,1,190517_231337,1372.0,3,1,0,Standard,Standard,1,0_2,fb:0_sb:1_tb:0
1595,R,0,0,0,1,1,190527_171142,2342.0,3,0,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
201,L,0,0,0,1,1,190918_173021,2282.0,4,0,0,Infield shift,Standard,0,1_2,fb:0_sb:0_tb:0
1240,L,0,0,0,1,3,190614_234145,2404.0,5,1,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
15,L,0,1,0,2,5,190925_004242,2322.0,4,4,2,Infield shift,Standard,1,1_2,fb:0_sb:1_tb:0
556,L,0,0,0,0,3,190828_235155,2572.0,2,0,5,Infield shift,Standard,1,1_0,fb:0_sb:0_tb:0
146,R,0,1,0,0,5,190918_183156,2309.0,2,1,0,Standard,Standard,0,0_1,fb:0_sb:1_tb:0
127,R,0,1,1,1,6,190918_190423,2366.0,4,2,0,Standard,Standard,0,0_2,fb:1_sb:1_tb:0
1635,L,0,0,0,0,5,190523_003747,1412.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
1230,L,0,0,1,1,4,190615_000332,2635.0,3,1,3,Strategic,Standard,1,1_1,fb:1_sb:0_tb:0
640,R,0,0,0,2,1,190822_233502,2406.0,5,0,2,Strategic,Standard,0,2_2,fb:0_sb:0_tb:0
2054,R,1,0,1,1,7,190502_011217,2399.0,1,3,1,Standard,Standard,1,0_0,fb:1_sb:0_tb:1
2116,R,0,0,0,0,4,190501_235713,1382.0,2,3,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
172,R,0,0,0,1,3,190918_180111,2215.0,2,1,0,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
218,R,1,0,1,1,5,190914_003831,2501.0,6,2,0,Standard,Standard,1,3_2,fb:1_sb:0_tb:1
1711,L,0,1,0,1,6,190518_011102,2347.0,7,3,2,Standard,Standard,1,2_2,fb:0_sb:1_tb:0
1879,R,0,1,0,0,4,190512_022243,2448.0,2,2,0,Standard,Standard,0,0_1,fb:0_sb:1_tb:0
952,L,0,0,0,2,1,190630_172448,2402.0,2,0,0,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
1776,L,0,0,0,1,3,190517_234945,2390.0,1,3,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
2326,R,0,0,1,0,3,190420_230428,2429.0,1,2,2,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
639,R,0,0,0,2,1,190822_233528,2492.0,6,0,2,Standard,Standard,0,2_2,fb:0_sb:0_tb:0
189,L,0,0,0,1,2,190918_174500,2482.0,4,0,0,Infield shift,Standard,0,1_2,fb:0_sb:0_tb:0
2298,L,0,0,0,0,5,190420_233647,2823.0,1,3,3,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
620,L,0,0,0,0,3,190823_001413,2965.0,2,0,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
352,R,0,0,0,2,3,190908_181926,1510.0,7,1,4,Infield shift,Standard,0,2_2,fb:0_sb:0_tb:0
865,L,0,0,0,1,7,190630_191259,1438.0,3,1,1,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
1414,L,0,0,0,0,6,190602_190543,2542.0,6,1,2,Infield shift,Standard,0,3_2,fb:0_sb:0_tb:0
1462,R,0,0,0,1,3,190602_180329,2311.0,4,0,1,Standard,Strategic,0,0_2,fb:0_sb:0_tb:0
2002,L,1,0,1,2,2,190507_002847,2362.0,3,2,2,Standard,Standard,0,2_0,fb:1_sb:0_tb:1
879,R,0,0,1,0,6,190630_184753,1365.0,3,0,1,Standard,Standard,0,0_2,fb:1_sb:0_tb:0
1882,L,0,0,0,0,4,190512_022042,2489.0,6,2,0,Infield shift,Standard,0,3_2,fb:0_sb:0_tb:0
1096,R,0,0,0,2,5,190620_003138,2631.0,1,0,1,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
2147,R,0,0,1,1,1,190501_231002,2492.0,3,0,0,Standard,Standard,1,2_0,fb:1_sb:0_tb:0
2550,L,0,0,0,0,2,190407_174621,2570.0,5,0,5,Infield shift,Standard,0,2_2,fb:0_sb:0_tb:0
643,R,0,0,0,2,1,190822_233406,2350.0,2,0,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
2638,L,0,0,0,0,2,190403_001110,2555.0,3,0,0,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
2592,L,0,1,0,2,4,190403_005607,1422.0,2,1,0,Standard,Standard,1,1_0,fb:0_sb:1_tb:0
400,L,0,0,0,1,1,190908_173901,2428.0,5,0,2,Infield shift,Standard,0,2_2,fb:0_sb:0_tb:0
2460,R,0,0,1,0,1,190414_173713,2393.0,3,0,0,Standard,Standard,1,0_2,fb:1_sb:0_tb:0
2273,R,0,0,0,0,6,190420_235726,2512.0,2,4,3,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
2617,R,0,0,0,1,3,190403_003125,2391.0,2,1,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
2308,R,1,0,0,2,3,190420_231516,2270.0,7,3,2,,,0,3_2,fb:0_sb:0_tb:1
261,L,0,0,0,2,3,190913_235204,2747.0,1,0,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
2472,R,0,1,1,0,7,190407_195046,2538.0,3,1,12,Standard,Standard,0,2_0,fb:1_sb:1_tb:0
276,R,0,1,1,1,2,190913_233009,2320.0,1,0,0,Standard,Standard,1,0_0,fb:1_sb:1_tb:0
2183,R,0,0,0,0,7,190427_003807,2590.0,1,1,2,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
955,R,0,0,0,1,1,190630_172340,2381.0,2,0,0,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
902,L,0,0,0,2,4,190630_181541,,2,0,1,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1965,L,0,0,0,1,5,190507_012658,2525.0,1,2,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
867,L,0,0,0,1,7,190630_191225,2374.0,1,1,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
388,R,0,0,0,0,2,190908_175330,2295.0,5,0,3,Infield shift,Standard,0,2_2,fb:0_sb:0_tb:0
2253,R,0,0,0,1,1,190426_230713,2491.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1835,R,0,0,0,2,6,190512_030002,2360.0,5,2,0,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
1971,L,0,0,0,0,5,190507_012413,2650.0,4,2,2,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
1587,L,0,0,1,2,1,190527_171514,2440.0,3,0,0,Infield shift,Strategic,1,1_1,fb:1_sb:0_tb:0
932,L,0,1,0,2,2,190630_173940,2425.0,4,0,0,Standard,Standard,0,2_1,fb:0_sb:1_tb:0
1487,L,0,0,0,0,2,190602_174225,2469.0,1,0,1,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2321,L,0,1,0,1,3,190420_230724,2370.0,5,2,2,Standard,Strategic,0,2_2,fb:0_sb:1_tb:0
1787,L,0,0,0,1,2,190517_233523,2491.0,4,3,0,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
2185,R,0,0,0,2,6,190427_002914,1513.0,3,1,2,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
513,L,0,0,0,0,5,190829_002854,2644.0,1,1,5,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
1813,L,0,1,1,0,1,190517_230831,2435.0,3,0,0,Standard,Standard,1,1_1,fb:1_sb:1_tb:0
1434,L,0,0,0,0,5,190602_184528,2472.0,2,1,2,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
1622,R,0,0,1,2,5,190523_004436,2236.0,1,0,1,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
413,L,0,0,0,1,6,190904_003901,2463.0,6,4,1,Standard,Standard,1,3_2,fb:0_sb:0_tb:0
1472,R,0,0,1,2,2,190602_174936,2358.0,6,0,1,Standard,Standard,0,3_2,fb:1_sb:0_tb:0
2405,R,0,0,1,1,5,190414_185218,2495.0,3,3,3,Standard,Standard,1,1_1,fb:1_sb:0_tb:0
435,L,0,1,0,2,4,190904_000856,2409.0,3,4,1,Standard,Standard,1,0_2,fb:0_sb:1_tb:0
1848,L,0,0,0,0,6,190512_025458,2515.0,1,2,0,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
617,L,0,0,0,1,3,190823_001529,2497.0,2,0,2,Standard,Standard,0,0_1,fb:0_sb:0_tb:0
1106,L,0,0,1,2,4,190620_000906,2480.0,2,0,1,Standard,Standard,1,0_1,fb:1_sb:0_tb:0
1637,R,0,1,1,2,4,190523_002025,2188.0,2,0,1,Standard,Standard,0,0_1,fb:1_sb:1_tb:0
857,R,0,0,0,0,8,190630_193735,,4,1,2,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
2226,R,0,0,0,1,3,190426_234218,2273.0,5,0,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
2038,L,0,1,0,1,1,190506_235952,2401.0,1,0,2,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
1111,L,0,0,1,1,4,190620_000646,2434.0,1,0,1,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
186,R,0,0,0,2,2,190918_174624,2357.0,3,0,0,Standard,Standard,0,1_1,fb:0_sb:0_tb:0
2740,R,0,0,0,0,3,190328_174056,1602.0,4,1,0,Standard,Strategic,1,1_2,fb:0_sb:0_tb:0
1464,R,0,0,0,1,3,190602_180243,2427.0,2,0,1,Standard,Strategic,0,0_1,fb:0_sb:0_tb:0
268,R,0,1,1,2,2,190913_233358,2297.0,4,0,0,Standard,Standard,1,2_1,fb:1_sb:1_tb:0
2318,R,0,1,0,2,3,190420_230906,1376.0,3,2,2,Standard,Standard,0,1_1,fb:0_sb:1_tb:0
1122,R,0,0,1,2,3,190619_235215,2523.0,3,0,1,Standard,Standard,1,1_1,fb:1_sb:0_tb:0
2375,L,0,0,0,0,8,190414_193600,2804.0,5,3,3,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
2211,R,0,0,0,2,4,190426_235831,2642.0,3,0,0,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
1867,L,0,0,0,0,5,190512_023836,1599.0,5,2,0,Infield shift,Standard,0,2_2,fb:0_sb:0_tb:0
350,R,0,0,0,2,3,190908_182021,2412.0,9,1,4,Infield shift,Standard,0,3_2,fb:0_sb:0_tb:0
2513,L,0,0,0,0,4,190407_182421,2783.0,2,1,5,Infield shift,Standard,0,0_1,fb:0_sb:0_tb:0
1046,R,0,0,1,0,1,190625_232902,2512.0,1,0,0,Standard,Standard,0,0_0,fb:1_sb:0_tb:0
217,R,1,0,1,1,5,190914_003916,1458.0,7,2,0,Standard,Standard,1,3_2,fb:1_sb:0_tb:1
745,R,0,0,0,2,7,190706_220938,,2,0,4,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
21,L,0,0,0,2,5,190925_003926,2447.0,3,4,2,Standard,Standard,1,1_1,fb:0_sb:0_tb:0
281,R,0,1,1,0,2,190913_232748,2505.0,1,0,0,Standard,Standard,1,0_0,fb:1_sb:1_tb:0
1039,L,0,0,0,0,2,190625_234105,2385.0,2,0,0,Standard,Standard,0,1_0,fb:0_sb:0_tb:0
1822,L,0,0,1,2,7,190512_031556,2580.0,5,2,0,Infield shift,Standard,0,2_2,fb:1_sb:0_tb:0
2483,R,1,0,1,2,6,190407_192703,2535.0,1,1,9,Strategic,Strategic,0,0_0,fb:1_sb:0_tb:1
838,L,0,0,1,0,1,190706_200839,2423.0,5,0,0,Standard,Standard,1,2_2,fb:1_sb:0_tb:0
1578,R,0,0,0,0,2,190527_172702,2465.0,5,0,0,Standard,Strategic,1,2_2,fb:0_sb:0_tb:0
830,L,0,1,0,1,1,190706_201338,1316.0,7,0,0,Standard,Standard,1,3_2,fb:0_sb:1_tb:0
1611,R,0,1,1,2,5,190523_005026,2461.0,5,0,1,Standard,Standard,0,2_2,fb:1_sb:1_tb:0
1105,L,0,0,1,2,4,190620_000935,2575.0,3,0,1,Standard,Standard,1,0_2,fb:1_sb:0_tb:0
2323,L,0,1,0,1,3,190420_230623,1396.0,3,2,2,Standard,Strategic,0,0_2,fb:0_sb:1_tb:0
755,R,0,0,1,2,6,190706_215635,2382.0,1,0,4,Standard,Standard,1,0_0,fb:1_sb:0_tb:0
496,L,0,0,0,0,1,190903_230558,2633.0,1,0,0,Standard,Standard,1,0_0,fb:0_sb:0_tb:0
1890,L,0,0,0,2,3,190512_020626,2517.0,4,2,0,Standard,Standard,0,1_2,fb:0_sb:0_tb:0
147,R,0,1,0,0,5,190918_183110,1314.0,1,1,0,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
752,L,0,0,0,0,7,190706_220644,2439.0,3,0,4,Infield shift,Standard,1,1_1,fb:0_sb:0_tb:0
1196,R,0,0,0,1,6,190615_003603,2431.0,3,2,3,Standard,Standard,1,0_2,fb:0_sb:0_tb:0
1665,R,0,0,0,2,3,190522_235427,2557.0,7,0,1,Standard,Standard,0,3_2,fb:0_sb:0_tb:0
2078,R,0,0,1,1,6,190502_004625,1385.0,3,3,1,Standard,Standard,1,2_0,fb:1_sb:0_tb:0
2275,R,1,0,0,2,5,190420_234759,2477.0,8,4,3,Standard,Standard,0,3_2,fb:0_sb:0_tb:1
371,R,0,0,0,2,2,190908_180100,2426.0,1,1,3,Infield shift,Standard,0,0_0,fb:0_sb:0_tb:0
1781,L,0,0,0,2,2,190517_233755,2407.0,6,3,0,Infield shift,Standard,1,2_2,fb:0_sb:0_tb:0
2325,L,0,1,0,1,3,190420_230509,2482.0,1,2,2,Standard,Standard,0,0_0,fb:0_sb:1_tb:0
2000,L,1,0,1,2,2,190507_002958,1396.0,5,2,2,Standard,Standard,0,2_2,fb:1_sb:0_tb:1
2623,R,0,0,0,2,2,190403_001807,2274.0,2,1,0,Standard,Standard,1,0_1,fb:0_sb:0_tb:0
181,R,0,0,0,0,3,190918_175709,1323.0,4,0,0,Standard,Standard,0,0_2,fb:0_sb:0_tb:0
595,R,0,0,0,1,4,190823_003754,2393.0,1,1,2,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2235,R,0,0,0,2,2,190426_232729,1473.0,5,0,0,Standard,Standard,1,2_2,fb:0_sb:0_tb:0
933,L,0,1,0,2,2,190630_173903,1359.0,3,0,0,Standard,Strategic,0,1_1,fb:0_sb:1_tb:0
1599,L,0,0,0,0,1,190527_171025,2508.0,1,0,0,Infield shift,Strategic,1,0_0,fb:0_sb:0_tb:0
743,R,0,0,0,2,7,190706_221022,2524.0,4,0,4,Standard,Standard,1,1_2,fb:0_sb:0_tb:0
1024,R,0,0,0,1,3,190626_000325,2312.0,1,0,3,Standard,Standard,0,0_0,fb:0_sb:0_tb:0
2129,L,0,0,0,0,3,190501_234307,2532.0,1,3,0,Infield shift,Standard,1,0_0,fb:0_sb:0_tb:0
