Pitch,MPH,EV (MPH),Pitcher,Batter,Dist,Spin Rate,LA (°),Zone,Date,Count,Inning,Pitch Result,PA Result
FF,94.2,78.5,Max Scherzer,Josh Donaldson,224,2404,33.2,5,2019-09-13,2-0,Top 5,foul,
CH,84.2,,Max Scherzer,Josh Donaldson,,1382,,14,2019-09-13,1-0,Top 5,ball,
SL,84.8,,Max Scherzer,Josh Donaldson,,1200,,14,2019-09-13,0-0,Top 5,blocked_ball,
FF,92.2,41.0,Max Scherzer,Charlie Culberson,,2488,-39.0,11,2019-09-13,0-0,Top 5,hit_into_play,"Charlie Culberson ground bunts into a force out, third baseman Anthony Rendon to shortstop Trea Turner. Ronald Acuna to 3rd. Ozzie Albies out at 2nd. Charlie Culberson to 1st."
CH,82.0,86.3,Max Scherzer,Ozzie Albies,195,1331,11.9,13,2019-09-13,1-1,Top 5,hit_into_play_no_out,Ozzie Albies singles on a line drive to left fielder Juan Soto. Ronald Acuna to 2nd.
CU,76.0,,Max Scherzer,Ozzie Albies,,2580,,14,2019-09-13,1-0,Top 5,foul,
FF,92.9,,Max Scherzer,Ozzie Albies,,2465,,8,2019-09-13,0-0,Top 5,ball,
FF,91.3,89.1,Max Scherzer,Ronald Acuna Jr.,123,2440,8.6,4,2019-09-13,1-1,Top 5,hit_into_play_no_out,Ronald Acuna singles on a ground ball to left fielder Juan Soto.
CH,81.8,,Max Scherzer,Ronald Acuna Jr.,,1465,,13,2019-09-13,0-1,Top 5,ball,
FF,91.3,,Max Scherzer,Ronald Acuna Jr.,,2430,,3,2019-09-13,0-0,Top 5,called_strike,
FF,93.3,93.0,Max Scherzer,Mike Soroka,60,2356,0.3,6,2019-09-13,1-1,Top 4,hit_into_play,Mike Soroka grounds out to first baseman Ryan Zimmerman.
FF,93.1,79.0,Max Scherzer,Mike Soroka,233,2412,24.2,8,2019-09-13,1-0,Top 4,foul,
SL,85.4,,Max Scherzer,Mike Soroka,,2280,,14,2019-09-13,0-0,Top 4,ball,
FF,94.1,98.4,Max Scherzer,Dansby Swanson,338,2415,21.1,6,2019-09-13,1-2,Top 4,hit_into_play_score,Dansby Swanson doubles (24) on a line drive to right fielder Adam Eaton. Matt Joyce scores.
FF,93.5,84.6,Max Scherzer,Dansby Swanson,4,2335,-29.9,13,2019-09-13,1-2,Top 4,foul,
SL,85.6,,Max Scherzer,Dansby Swanson,,2314,,14,2019-09-13,1-1,Top 4,swinging_strike,
SL,84.8,,Max Scherzer,Dansby Swanson,,2276,,14,2019-09-13,1-0,Top 4,swinging_strike,
FF,92.7,,Max Scherzer,Dansby Swanson,,2392,,14,2019-09-13,0-0,Top 4,ball,
SL,85.2,98.2,Max Scherzer,Tyler Flowers,335,2371,38.9,4,2019-09-13,0-0,Top 4,hit_into_play,Tyler Flowers flies out to center fielder Victor Robles.
FF,95.2,87.3,Max Scherzer,Matt Joyce,46,2445,1.1,5,2019-09-13,3-2,Top 4,hit_into_play_score,Matt Joyce singles on a ground ball to right fielder Adam Eaton. Nick Markakis scores.
FF,94.8,,Max Scherzer,Matt Joyce,,2521,,11,2019-09-13,3-2,Top 4,foul,
FC,89.4,,Max Scherzer,Matt Joyce,,2424,,14,2019-09-13,2-2,Top 4,ball,
FC,88.5,,Max Scherzer,Matt Joyce,,2419,,14,2019-09-13,1-2,Top 4,ball,
CU,80.5,,Max Scherzer,Matt Joyce,,2722,,5,2019-09-13,1-1,Top 4,foul,
CH,84.5,,Max Scherzer,Matt Joyce,,1493,,14,2019-09-13,0-1,Top 4,ball,
CU,79.8,,Max Scherzer,Matt Joyce,,2713,,8,2019-09-13,0-0,Top 4,called_strike,
FF,95.0,103.6,Max Scherzer,Nick Markakis,342,2560,14.1,2,2019-09-13,0-1,Top 4,hit_into_play_no_out,Nick Markakis doubles (23) on a sharp line drive to center fielder Victor Robles.
CU,79.3,,Max Scherzer,Nick Markakis,,2751,,9,2019-09-13,0-0,Top 4,called_strike,
SL,86.7,97.9,Max Scherzer,Josh Donaldson,163,2457,7.9,9,2019-09-13,3-1,Top 4,hit_into_play,Josh Donaldson lines out to shortstop Trea Turner.
FF,94.6,,Max Scherzer,Josh Donaldson,,2555,,13,2019-09-13,2-1,Top 4,ball,
CH,85.1,,Max Scherzer,Josh Donaldson,,1515,,13,2019-09-13,1-1,Top 4,ball,
FF,94.8,,Max Scherzer,Josh Donaldson,,2535,,9,2019-09-13,1-0,Top 4,called_strike,
CU,78.8,,Max Scherzer,Josh Donaldson,,2867,,14,2019-09-13,0-0,Top 4,ball,
FF,94.8,,Max Scherzer,Freddie Freeman,,2389,,14,2019-09-13,3-2,Top 3,swinging_strike,Freddie Freeman strikes out swinging.
FC,89.4,,Max Scherzer,Freddie Freeman,,,,14,2019-09-13,2-2,Top 3,ball,
CH,84.9,,Max Scherzer,Freddie Freeman,,1423,,13,2019-09-13,2-2,Top 3,foul,
FF,95.5,,Max Scherzer,Freddie Freeman,,2405,,11,2019-09-13,1-2,Top 3,ball,
FC,88.8,93.5,Max Scherzer,Freddie Freeman,32,2321,-1.7,14,2019-09-13,1-2,Top 3,foul,
FF,93.8,46.0,Max Scherzer,Freddie Freeman,111,2504,40.4,8,2019-09-13,1-1,Top 3,foul_bunt,
FC,89.4,,Max Scherzer,Freddie Freeman,,2448,,5,2019-09-13,1-0,Top 3,swinging_strike,
CU,79.4,,Max Scherzer,Freddie Freeman,,2747,,13,2019-09-13,0-0,Top 3,ball,
FF,94.2,,Max Scherzer,Ozzie Albies,,2536,,1,2019-09-13,0-2,Top 3,foul_tip,Ozzie Albies strikes out on a foul tip.
FC,88.2,,Max Scherzer,Ozzie Albies,,826,,14,2019-09-13,0-2,Top 3,foul,
CU,78.3,,Max Scherzer,Ozzie Albies,,2771,,9,2019-09-13,0-1,Top 3,swinging_strike,
FF,91.5,,Max Scherzer,Ozzie Albies,,2413,,5,2019-09-13,0-0,Top 3,called_strike,
SL,84.8,95.0,Max Scherzer,Ronald Acuna Jr.,329,2471,38.9,1,2019-09-13,0-0,Top 3,hit_into_play,Ronald Acuna flies out to center fielder Victor Robles.
SL,85.3,,Max Scherzer,Mike Soroka,,2297,,8,2019-09-13,2-2,Top 2,foul_tip,Mike Soroka strikes out on a foul tip.
FF,94.0,74.4,Max Scherzer,Mike Soroka,216,2297,31.2,11,2019-09-13,2-1,Top 2,foul,
SL,85.4,,Max Scherzer,Mike Soroka,,2349,,11,2019-09-13,1-1,Top 2,ball,
SL,84.7,,Max Scherzer,Mike Soroka,,2325,,11,2019-09-13,0-1,Top 2,ball,
FF,94.2,73.5,Max Scherzer,Mike Soroka,208,2339,36.5,2,2019-09-13,0-0,Top 2,foul,
CH,85.8,,Max Scherzer,Dansby Swanson,,1656,,14,2019-09-13,2-2,Top 2,swinging_strike,Dansby Swanson strikes out swinging.
FF,95.4,78.0,Max Scherzer,Dansby Swanson,220,2420,49.9,9,2019-09-13,2-1,Top 2,foul,
CH,84.1,,Max Scherzer,Dansby Swanson,,1434,,14,2019-09-13,1-1,Top 2,blocked_ball,
FF,95.1,76.1,Max Scherzer,Dansby Swanson,198,2470,25.5,5,2019-09-13,1-0,Top 2,foul,
SL,85.7,,Max Scherzer,Dansby Swanson,,2320,,14,2019-09-13,0-0,Top 2,blocked_ball,
FF,95.7,,Max Scherzer,Tyler Flowers,,2478,,5,2019-09-13,2-2,Top 2,called_strike,Tyler Flowers called out on strikes.
FF,96.5,,Max Scherzer,Tyler Flowers,,2506,,12,2019-09-13,1-2,Top 2,ball,
SL,85.8,,Max Scherzer,Tyler Flowers,,,,8,2019-09-13,1-1,Top 2,swinging_strike,
SL,84.9,,Max Scherzer,Tyler Flowers,,2464,,14,2019-09-13,0-1,Top 2,ball,
FF,95.3,79.0,Max Scherzer,Tyler Flowers,127,2505,9.9,1,2019-09-13,0-0,Top 2,foul,
FF,95.0,,Max Scherzer,Matt Joyce,,2447,,11,2019-09-13,3-2,Top 2,ball,Matt Joyce walks. Nick Markakis to 2nd.
FF,93.7,,Max Scherzer,Matt Joyce,,2349,,7,2019-09-13,3-1,Top 2,foul,
FF,93.9,,Max Scherzer,Matt Joyce,,2367,,7,2019-09-13,3-0,Top 2,called_strike,
CH,84.2,,Max Scherzer,Matt Joyce,,1437,,14,2019-09-13,2-0,Top 2,ball,
CH,83.4,,Max Scherzer,Matt Joyce,,1232,,6,2019-09-13,1-0,Top 2,ball,
FF,92.9,,Max Scherzer,Matt Joyce,,2396,,13,2019-09-13,0-0,Top 2,ball,
FF,92.8,106.1,Max Scherzer,Nick Markakis,181,2525,7.2,1,2019-09-13,0-0,Top 2,hit_into_play_no_out,Nick Markakis singles on a line drive to center fielder Victor Robles.
FF,95.5,92.9,Max Scherzer,Josh Donaldson,265,2353,51.7,5,2019-09-13,3-1,Top 1,hit_into_play,Josh Donaldson flies out to right fielder Adam Eaton.
SL,84.9,,Max Scherzer,Josh Donaldson,,,,14,2019-09-13,2-1,Top 1,blocked_ball,
FF,94.5,,Max Scherzer,Josh Donaldson,,2345,,14,2019-09-13,1-1,Top 1,ball,
FF,94.0,,Max Scherzer,Josh Donaldson,,2299,,13,2019-09-13,0-1,Top 1,ball,
FF,94.4,,Max Scherzer,Josh Donaldson,,2325,,9,2019-09-13,0-0,Top 1,called_strike,
CH,83.5,85.6,Max Scherzer,Freddie Freeman,304,1484,21.9,14,2019-09-13,1-2,Top 1,hit_into_play,Freddie Freeman lines out to right fielder Adam Eaton.
FC,89.4,,Max Scherzer,Freddie Freeman,,2328,,12,2019-09-13,1-1,Top 1,swinging_strike,
CH,84.6,,Max Scherzer,Freddie Freeman,,1424,,13,2019-09-13,0-1,Top 1,ball,
FF,94.6,70.2,Max Scherzer,Freddie Freeman,226,2376,38.0,3,2019-09-13,0-0,Top 1,foul,
FF,94.4,102.8,Max Scherzer,Ozzie Albies,83,2381,3.9,4,2019-09-13,1-0,Top 1,hit_into_play_no_out,Ozzie Albies singles on a ground ball to right fielder Adam Eaton.
CU,77.2,,Max Scherzer,Ozzie Albies,,2700,,13,2019-09-13,0-0,Top 1,ball,
SL,85.6,77.4,Max Scherzer,Ronald Acuna Jr.,147,2300,15.0,9,2019-09-13,3-2,Top 1,hit_into_play,Ronald Acuna lines out to third baseman Anthony Rendon.
CH,84.2,,Max Scherzer,Ronald Acuna Jr.,,1434,,14,2019-09-13,2-2,Top 1,ball,
FF,95.2,,Max Scherzer,Ronald Acuna Jr.,,2417,,6,2019-09-13,2-2,Top 1,foul,
SL,84.4,93.1,Max Scherzer,Ronald Acuna Jr.,13,2522,-9.6,7,2019-09-13,2-2,Top 1,foul,
FF,95.0,,Max Scherzer,Ronald Acuna Jr.,,2556,,5,2019-09-13,2-2,Top 1,foul,
FF,94.7,,Max Scherzer,Ronald Acuna Jr.,,2508,,9,2019-09-13,2-1,Top 1,called_strike,
FF,94.0,,Max Scherzer,Ronald Acuna Jr.,,2456,,13,2019-09-13,1-1,Top 1,ball,
SL,85.7,,Max Scherzer,Ronald Acuna Jr.,,2421,,9,2019-09-13,1-0,Top 1,swinging_strike,
FF,92.9,,Max Scherzer,Ronald Acuna Jr.,,2463,,12,2019-09-13,0-0,Top 1,ball,
SL,86.6,98.3,Max Scherzer,Josh Donaldson,90,2582,4.2,14,2019-09-08,0-2,Bot 6,hit_into_play,Josh Donaldson lines out to pitcher Max Scherzer.
FF,94.3,,Max Scherzer,Josh Donaldson,,2542,,9,2019-09-08,0-1,Bot 6,called_strike,
CU,79.8,72.6,Max Scherzer,Josh Donaldson,4,2764,-36.9,5,2019-09-08,0-0,Bot 6,foul,
FF,94.6,89.2,Max Scherzer,Freddie Freeman,,2553,39.3,5,2019-09-08,0-1,Bot 6,hit_into_play,Freddie Freeman flies out to left fielder Juan Soto.
FC,89.5,47.1,Max Scherzer,Freddie Freeman,4,2541,-34.3,14,2019-09-08,0-0,Bot 6,foul,
FF,93.5,88.8,Max Scherzer,Ozzie Albies,358,2527,31.0,7,2019-09-08,0-1,Bot 6,hit_into_play,Ozzie Albies flies out to center fielder Victor Robles.
CU,78.6,,Max Scherzer,Ozzie Albies,,2815,,1,2019-09-08,0-0,Bot 6,called_strike,
SL,85.8,,Max Scherzer,Ronald Acuna Jr.,,2331,,4,2019-09-08,2-2,Bot 5,swinging_strike,Ronald Acuna strikes out swinging.
SL,85.1,,Max Scherzer,Ronald Acuna Jr.,,2441,,2,2019-09-08,2-1,Bot 5,called_strike,
FF,94.5,,Max Scherzer,Ronald Acuna Jr.,,2420,,11,2019-09-08,1-1,Bot 5,ball,
SL,85.6,,Max Scherzer,Ronald Acuna Jr.,,2411,,5,2019-09-08,1-0,Bot 5,swinging_strike,
CU,79.8,,Max Scherzer,Ronald Acuna Jr.,,2916,,14,2019-09-08,0-0,Bot 5,ball,
SL,85.7,,Max Scherzer,Mike Soroka,,2406,,5,2019-09-08,0-2,Bot 5,called_strike,Mike Soroka called out on strikes.
SL,85.4,,Max Scherzer,Mike Soroka,,2358,,14,2019-09-08,0-1,Bot 5,swinging_strike,
FF,93.7,,Max Scherzer,Mike Soroka,,2203,,9,2019-09-08,0-0,Bot 5,called_strike,
FF,94.9,94.9,Max Scherzer,Rafael Ortega,9,2230,-20.5,1,2019-09-08,0-2,Bot 5,hit_into_play,"Rafael Ortega grounds out, second baseman Asdrubal Cabrera to first baseman Matt Adams."
CH,83.9,,Max Scherzer,Rafael Ortega,,1602,,7,2019-09-08,0-1,Bot 5,swinging_strike,
FF,93.1,,Max Scherzer,Rafael Ortega,,2174,,8,2019-09-08,0-0,Bot 5,called_strike,
FF,96.1,,Max Scherzer,Tyler Flowers,,2317,,6,2019-09-08,3-2,Bot 4,swinging_strike,Tyler Flowers strikes out swinging.
FF,95.6,,Max Scherzer,Tyler Flowers,,2415,,6,2019-09-08,3-1,Bot 4,swinging_strike,
FF,93.9,,Max Scherzer,Tyler Flowers,,2390,,14,2019-09-08,2-1,Bot 4,ball,
SL,87.0,,Max Scherzer,Tyler Flowers,,2404,,14,2019-09-08,1-1,Bot 4,ball,
SL,86.5,,Max Scherzer,Tyler Flowers,,2209,,5,2019-09-08,1-0,Bot 4,called_strike,
FF,96.3,,Max Scherzer,Tyler Flowers,,2430,,14,2019-09-08,0-0,Bot 4,ball,
SL,86.4,,Max Scherzer,Dansby Swanson,,2113,,14,2019-09-08,1-2,Bot 4,swinging_strike,Dansby Swanson strikes out swinging.
FF,96.7,,Max Scherzer,Dansby Swanson,,2482,,11,2019-09-08,0-2,Bot 4,ball,
SL,85.3,,Max Scherzer,Dansby Swanson,,2420,,13,2019-09-08,0-1,Bot 4,swinging_strike,
SL,85.6,,Max Scherzer,Dansby Swanson,,2247,,9,2019-09-08,0-0,Bot 4,swinging_strike,
FF,94.5,93.9,Max Scherzer,Matt Joyce,309,2463,23.0,9,2019-09-08,1-0,Bot 4,hit_into_play_no_out,Matt Joyce doubles (10) on a line drive to right fielder Adam Eaton. Josh Donaldson to 3rd.
CU,78.2,,Max Scherzer,Matt Joyce,,2772,,14,2019-09-08,0-0,Bot 4,blocked_ball,
FF,96.1,,Max Scherzer,Josh Donaldson,,2472,,14,2019-09-08,3-2,Bot 4,ball,Josh Donaldson walks.
FF,96.3,,Max Scherzer,Josh Donaldson,,2547,,14,2019-09-08,2-2,Bot 4,ball,
CH,85.9,,Max Scherzer,Josh Donaldson,,1461,,13,2019-09-08,1-2,Bot 4,ball,
SL,84.9,,Max Scherzer,Josh Donaldson,,2466,,14,2019-09-08,0-2,Bot 4,ball,
SL,84.2,,Max Scherzer,Josh Donaldson,,,,9,2019-09-08,0-1,Bot 4,swinging_strike,
SL,83.2,,Max Scherzer,Josh Donaldson,,2331,,14,2019-09-08,0-0,Bot 4,swinging_strike,
FF,94.2,101.0,Max Scherzer,Freddie Freeman,79,2289,3.4,5,2019-09-08,1-0,Bot 4,hit_into_play,"Freddie Freeman grounds out sharply, second baseman Asdrubal Cabrera to first baseman Matt Adams."
CH,83.9,,Max Scherzer,Freddie Freeman,,1505,,13,2019-09-08,0-0,Bot 4,ball,
CU,78.0,80.0,Max Scherzer,Ozzie Albies,,2623,69.0,11,2019-09-08,1-1,Bot 3,hit_into_play,Ozzie Albies pops out to shortstop Trea Turner.
FF,94.4,,Max Scherzer,Ozzie Albies,,2458,,12,2019-09-08,0-1,Bot 3,ball,
FF,93.7,69.6,Max Scherzer,Ozzie Albies,186,2347,57.2,13,2019-09-08,0-0,Bot 3,foul,
FF,96.7,,Max Scherzer,Ronald Acuna Jr.,,2412,,14,2019-09-08,3-2,Bot 3,ball,Ronald Acuna walks.
FF,97.4,,Max Scherzer,Ronald Acuna Jr.,,2504,,5,2019-09-08,3-2,Bot 3,foul,
CH,87.0,,Max Scherzer,Ronald Acuna Jr.,,1510,,14,2019-09-08,2-2,Bot 3,ball,
FF,97.4,91.5,Max Scherzer,Ronald Acuna Jr.,47,2549,83.9,1,2019-09-08,2-2,Bot 3,foul,
SL,85.3,75.2,Max Scherzer,Ronald Acuna Jr.,3,,-36.0,7,2019-09-08,2-2,Bot 3,foul,
SL,86.7,,Max Scherzer,Ronald Acuna Jr.,,2474,,14,2019-09-08,1-2,Bot 3,ball,
FF,97.5,,Max Scherzer,Ronald Acuna Jr.,,2509,,11,2019-09-08,0-2,Bot 3,ball,
FF,97.1,81.6,Max Scherzer,Ronald Acuna Jr.,171,2318,16.8,6,2019-09-08,0-1,Bot 3,foul,
FF,96.2,,Max Scherzer,Ronald Acuna Jr.,,2237,,6,2019-09-08,0-0,Bot 3,swinging_strike,
FF,96.1,73.8,Max Scherzer,Mike Soroka,15,2281,-9.7,12,2019-09-08,1-2,Bot 3,hit_into_play,"Mike Soroka grounds out, second baseman Asdrubal Cabrera to first baseman Matt Adams."
FF,95.3,,Max Scherzer,Mike Soroka,,2288,,14,2019-09-08,1-1,Bot 3,called_strike,
FF,95.4,,Max Scherzer,Mike Soroka,,2310,,7,2019-09-08,1-0,Bot 3,called_strike,
FF,94.9,,Max Scherzer,Mike Soroka,,2408,,11,2019-09-08,0-0,Bot 3,ball,
CH,86.3,,Max Scherzer,Rafael Ortega,,1724,,8,2019-09-08,3-2,Bot 3,foul_tip,Rafael Ortega strikes out on a foul tip.
FF,95.7,,Max Scherzer,Rafael Ortega,,2499,,11,2019-09-08,2-2,Bot 3,ball,
FF,95.8,,Max Scherzer,Rafael Ortega,,2222,,4,2019-09-08,2-1,Bot 3,foul,
CH,85.8,,Max Scherzer,Rafael Ortega,,1507,,13,2019-09-08,1-1,Bot 3,ball,
FF,95.1,,Max Scherzer,Rafael Ortega,,2350,,11,2019-09-08,0-1,Bot 3,ball,
FF,94.4,,Max Scherzer,Rafael Ortega,,2258,,11,2019-09-08,0-0,Bot 3,called_strike,
FF,95.2,,Max Scherzer,Tyler Flowers,,2309,,2,2019-09-08,0-2,Bot 2,swinging_strike,Tyler Flowers strikes out swinging.
CU,80.6,64.5,Max Scherzer,Tyler Flowers,3,2853,-43.5,9,2019-09-08,0-1,Bot 2,foul,
FF,95.1,,Max Scherzer,Tyler Flowers,,2426,,6,2019-09-08,0-0,Bot 2,called_strike,
CH,83.1,96.0,Max Scherzer,Dansby Swanson,314,1422,17.2,7,2019-09-08,2-2,Bot 2,hit_into_play,Dansby Swanson lines out to left fielder Juan Soto.
FF,96.6,82.0,Max Scherzer,Dansby Swanson,171,2270,14.2,5,2019-09-08,2-2,Bot 2,foul,
FF,94.8,,Max Scherzer,Dansby Swanson,,2306,,9,2019-09-08,2-1,Bot 2,called_strike,
SL,85.1,,Max Scherzer,Dansby Swanson,,2234,,13,2019-09-08,1-1,Bot 2,ball,
SL,85.9,,Max Scherzer,Dansby Swanson,,2210,,11,2019-09-08,0-1,Bot 2,ball,
FF,95.1,,Max Scherzer,Dansby Swanson,,2278,,6,2019-09-08,0-0,Bot 2,called_strike,
FC,90.2,98.7,Max Scherzer,Matt Joyce,382,2490,34.1,3,2019-09-08,3-2,Bot 2,hit_into_play_score,Matt Joyce homers (7) on a fly ball to right center field.
SL,82.6,68.7,Max Scherzer,Matt Joyce,192,2683,42.8,1,2019-09-08,3-2,Bot 2,foul,
FF,96.3,,Max Scherzer,Matt Joyce,,2376,,11,2019-09-08,2-2,Bot 2,ball,
CU,81.9,,Max Scherzer,Matt Joyce,,2685,,13,2019-09-08,2-1,Bot 2,called_strike,
FF,95.7,,Max Scherzer,Matt Joyce,,2377,,11,2019-09-08,1-1,Bot 2,ball,
CH,85.0,,Max Scherzer,Matt Joyce,,1305,,7,2019-09-08,1-0,Bot 2,foul,
FF,95.4,,Max Scherzer,Matt Joyce,,2305,,11,2019-09-08,0-0,Bot 2,ball,
FF,97.4,,Max Scherzer,Josh Donaldson,,2455,,4,2019-09-08,3-2,Bot 2,called_strike,Josh Donaldson called out on strikes.
FF,96.5,83.6,Max Scherzer,Josh Donaldson,251,2427,45.1,3,2019-09-08,3-2,Bot 2,foul,
SL,88.2,,Max Scherzer,Josh Donaldson,,2351,,7,2019-09-08,3-2,Bot 2,foul,
FC,89.5,,Max Scherzer,Josh Donaldson,,2295,,14,2019-09-08,2-2,Bot 2,ball,
SL,86.6,,Max Scherzer,Josh Donaldson,,2321,,4,2019-09-08,2-1,Bot 2,called_strike,
FF,95.5,,Max Scherzer,Josh Donaldson,,2381,,14,2019-09-08,1-1,Bot 2,ball,
FF,95.5,,Max Scherzer,Josh Donaldson,,2403,,13,2019-09-08,0-1,Bot 2,ball,
FF,95.1,,Max Scherzer,Josh Donaldson,,2432,,6,2019-09-08,0-0,Bot 2,called_strike,
FF,96.8,,Max Scherzer,Freddie Freeman,,2472,,11,2019-09-08,2-2,Bot 1,swinging_strike,Freddie Freeman strikes out swinging.
FF,96.1,,Max Scherzer,Freddie Freeman,,2357,,11,2019-09-08,2-2,Bot 1,foul,
CH,86.0,60.0,Max Scherzer,Freddie Freeman,3,1547,-36.0,8,2019-09-08,2-1,Bot 1,foul,
CH,85.5,,Max Scherzer,Freddie Freeman,,1448,,14,2019-09-08,1-1,Bot 1,ball,
FF,95.5,,Max Scherzer,Freddie Freeman,,2425,,3,2019-09-08,0-1,Bot 1,ball,
FF,95.7,,Max Scherzer,Freddie Freeman,,2360,,2,2019-09-08,0-0,Bot 1,foul,
FF,95.7,,Max Scherzer,Ozzie Albies,,2429,,1,2019-09-08,3-2,Bot 1,swinging_strike,Ozzie Albies strikes out swinging.
FC,89.4,,Max Scherzer,Ozzie Albies,,2428,,11,2019-09-08,2-2,Bot 1,ball,
FF,94.8,,Max Scherzer,Ozzie Albies,,2420,,11,2019-09-08,1-2,Bot 1,ball,
FF,95.0,,Max Scherzer,Ozzie Albies,,2423,,5,2019-09-08,1-1,Bot 1,foul,
CU,79.4,,Max Scherzer,Ozzie Albies,,2861,,13,2019-09-08,0-1,Bot 1,ball,
FF,93.8,,Max Scherzer,Ozzie Albies,,2309,,5,2019-09-08,0-0,Bot 1,called_strike,
FF,95.6,95.4,Max Scherzer,Ronald Acuna Jr.,329,2439,42.5,2,2019-09-08,0-1,Bot 1,hit_into_play,Ronald Acuna flies out to right fielder Adam Eaton.
SL,86.9,,Max Scherzer,Ronald Acuna Jr.,,2384,,14,2019-09-08,0-0,Bot 1,swinging_strike,
CU,80.4,68.4,Max Scherzer,Joe Panik,180,2862,53.0,8,2019-09-03,2-2,Top 6,hit_into_play,Joe Panik pops out to shortstop Trea Turner.
FF,94.9,,Max Scherzer,Joe Panik,,2499,,8,2019-09-03,2-2,Top 6,foul,
CH,84.6,,Max Scherzer,Joe Panik,,1339,,13,2019-09-03,1-2,Top 6,ball,
CH,83.7,,Max Scherzer,Joe Panik,,1422,,13,2019-09-03,0-2,Top 6,ball,
FF,93.9,,Max Scherzer,Joe Panik,,2422,,7,2019-09-03,0-1,Top 6,swinging_strike,
FF,91.6,,Max Scherzer,Joe Panik,,2341,,13,2019-09-03,0-0,Top 6,called_strike,
FC,90.5,97.9,Max Scherzer,Brandon Nimmo,310,2463,47.7,5,2019-09-03,3-2,Top 6,hit_into_play,Brandon Nimmo flies out to left fielder Juan Soto.
FC,88.5,,Max Scherzer,Brandon Nimmo,,2361,,13,2019-09-03,2-2,Top 6,ball,
FF,94.4,,Max Scherzer,Brandon Nimmo,,2467,,6,2019-09-03,2-1,Top 6,called_strike,
FC,89.6,89.4,Max Scherzer,Brandon Nimmo,5,2386,-29.5,5,2019-09-03,2-0,Top 6,foul,
CU,79.7,,Max Scherzer,Brandon Nimmo,,2888,,13,2019-09-03,1-0,Top 6,ball,
CU,77.8,,Max Scherzer,Brandon Nimmo,,2817,,11,2019-09-03,0-0,Top 6,ball,
SL,85.8,101.5,Max Scherzer,Wilson Ramos,7,2382,-18.5,5,2019-09-03,1-0,Top 6,hit_into_play,"Wilson Ramos grounds out sharply, third baseman Anthony Rendon to first baseman Matt Adams."
SL,85.4,,Max Scherzer,Wilson Ramos,,2544,,14,2019-09-03,0-0,Top 6,ball,
FC,88.0,,Max Scherzer,Michael Conforto,,2439,,13,2019-09-03,1-2,Top 5,called_strike,Michael Conforto called out on strikes.
FF,94.3,72.8,Max Scherzer,Michael Conforto,199,2490,37.9,9,2019-09-03,1-1,Top 5,foul,
CH,84.7,,Max Scherzer,Michael Conforto,,1548,,4,2019-09-03,1-0,Top 5,swinging_strike,
FF,94.5,,Max Scherzer,Michael Conforto,,2586,,3,2019-09-03,0-0,Top 5,ball,
SL,85.6,84.2,Max Scherzer,Pete Alonso,299,2557,30.0,9,2019-09-03,1-0,Top 5,hit_into_play,Pete Alonso flies out to left fielder Juan Soto.
CU,77.8,,Max Scherzer,Pete Alonso,,2847,,7,2019-09-03,0-0,Top 5,ball,
CH,83.5,96.4,Max Scherzer,Jeff McNeil,58,1461,2.1,13,2019-09-03,1-1,Top 5,hit_into_play,"Jeff McNeil grounds out, second baseman Asdrubal Cabrera to first baseman Matt Adams."
CH,83.9,,Max Scherzer,Jeff McNeil,,1532,,14,2019-09-03,0-1,Top 5,ball,
FC,89.1,,Max Scherzer,Jeff McNeil,,2534,,9,2019-09-03,0-0,Top 5,swinging_strike,
FF,96.1,,Max Scherzer,Jacob deGrom,,2468,,1,2019-09-03,3-2,Top 4,swinging_strike,Jacob deGrom strikes out swinging.
FF,95.5,77.9,Max Scherzer,Jacob deGrom,185,2409,21.9,5,2019-09-03,3-2,Top 4,foul,
FC,90.4,74.9,Max Scherzer,Jacob deGrom,208,2400,40.2,4,2019-09-03,3-2,Top 4,foul,
FF,96.1,,Max Scherzer,Jacob deGrom,,2517,,11,2019-09-03,2-2,Top 4,ball,
CU,80.9,,Max Scherzer,Jacob deGrom,,2825,,13,2019-09-03,1-2,Top 4,ball,
FC,89.0,,Max Scherzer,Jacob deGrom,,2409,,14,2019-09-03,0-2,Top 4,blocked_ball,
FC,90.1,,Max Scherzer,Jacob deGrom,,2556,,1,2019-09-03,0-1,Top 4,called_strike,
CU,80.6,,Max Scherzer,Jacob deGrom,,2841,,9,2019-09-03,0-0,Top 4,swinging_strike,
CH,83.9,85.8,Max Scherzer,Luis Guillorme,296,1581,25.4,5,2019-09-03,0-1,Top 4,hit_into_play_no_out,Luis Guillorme doubles (4) on a line drive to right fielder Gerardo Parra.
CU,80.4,,Max Scherzer,Luis Guillorme,,,,2,2019-09-03,0-0,Top 4,called_strike,
FF,97.2,88.2,Max Scherzer,Todd Frazier,13,2554,-11.8,2,2019-09-03,0-2,Top 4,hit_into_play,"Todd Frazier grounds out, shortstop Trea Turner to first baseman Matt Adams."
SL,85.8,,Max Scherzer,Todd Frazier,,1223,,14,2019-09-03,0-1,Top 4,swinging_strike,
FF,95.3,,Max Scherzer,Todd Frazier,,2429,,2,2019-09-03,0-0,Top 4,called_strike,
